"","MFE","peak_type","peak_type_2"
"2014",-4.3,"annotated no peak","annotated"
"2015",-6,"annotated no peak","annotated"
"2016",-5.7,"annotated peak","annotated"
"2017",-2.7,"annotated peak","annotated"
"2018",-9.4,"annotated peak","annotated"
"2019",-10.4,"annotated no peak","annotated"
"2020",-7.7,"annotated no peak","annotated"
"2021",-3.6,"annotated peak","annotated"
"2022",-7.2,"annotated no peak","annotated"
"2023",-1.8,"annotated peak","annotated"
"2024",-6.3,"annotated no peak","annotated"
"2025",-1.3,"annotated peak","annotated"
"2026",-3.2,"annotated peak","annotated"
"2027",-2.6,"annotated peak","annotated"
"2028",-11.1,"annotated no peak","annotated"
"2029",-5.6,"annotated peak","annotated"
"2030",-12.6,"annotated peak","annotated"
"2031",-5,"annotated peak","annotated"
"2032",-3.9,"annotated peak","annotated"
"2033",-2.6,"annotated peak","annotated"
"2034",-2.2,"annotated no peak","annotated"
"2035",-0.2,"annotated peak","annotated"
"2036",-6.9,"annotated peak","annotated"
"2037",-7.9,"annotated peak","annotated"
"2038",-5.8,"annotated peak","annotated"
"2039",-5.7,"annotated peak","annotated"
"2040",-6.2,"annotated peak","annotated"
"2041",-6.8,"annotated peak","annotated"
"2042",-9.5,"annotated peak","annotated"
"2043",-4.6,"annotated no peak","annotated"
"2044",-1.2,"annotated peak","annotated"
"2045",-6.8,"annotated peak","annotated"
"2046",-0.1,"annotated no peak","annotated"
"2047",-0.9,"annotated no peak","annotated"
"2048",-11.7,"annotated no peak","annotated"
"2049",-2.3,"annotated no peak","annotated"
"2050",-9.4,"annotated peak","annotated"
"2051",-5.3,"annotated no peak","annotated"
"2052",-3,"annotated no peak","annotated"
"2053",-1.1,"annotated peak","annotated"
"2054",-1.4,"annotated peak","annotated"
"2055",-2.3,"annotated peak","annotated"
"2056",0,"annotated peak","annotated"
"2057",-4.8,"annotated peak","annotated"
"2058",-2,"annotated peak","annotated"
"2059",-4.9,"annotated peak","annotated"
"2060",-5.5,"annotated no peak","annotated"
"2061",-10,"annotated no peak","annotated"
"2062",-1.1,"annotated peak","annotated"
"2063",-4.8,"annotated peak","annotated"
"2064",-1.3,"annotated no peak","annotated"
"2065",-5.4,"annotated peak","annotated"
"2066",-1.5,"annotated peak","annotated"
"2067",-10.3,"annotated no peak","annotated"
"2068",-9.6,"annotated peak","annotated"
"2069",-7.5,"annotated peak","annotated"
"2070",0,"annotated peak","annotated"
"2071",-2.9,"annotated peak","annotated"
"2072",-5.1,"annotated peak","annotated"
"2073",-7.5,"annotated no peak","annotated"
"2074",-1.9,"annotated no peak","annotated"
"2075",-6,"annotated no peak","annotated"
"2076",-4.5,"annotated peak","annotated"
"2077",-4.6,"annotated peak","annotated"
"2078",-5.8,"annotated peak","annotated"
"2079",-2.4,"annotated no peak","annotated"
"2080",-2.1,"annotated peak","annotated"
"2081",-3.5,"annotated peak","annotated"
"2082",-6.2,"annotated peak","annotated"
"2083",-4.4,"annotated no peak","annotated"
"2084",-5.6,"annotated no peak","annotated"
"2085",-5.4,"annotated peak","annotated"
"2086",-6.9,"annotated no peak","annotated"
"2087",-1.3,"annotated no peak","annotated"
"2088",-2.8,"annotated peak","annotated"
"2089",-20.7,"annotated no peak","annotated"
"2090",-6.3,"annotated peak","annotated"
"2091",-7.5,"annotated no peak","annotated"
"2092",-3.2,"annotated no peak","annotated"
"2093",-9,"annotated peak","annotated"
"2094",-9.6,"annotated no peak","annotated"
"2095",-12.7,"annotated peak","annotated"
"2096",-1.4,"annotated peak","annotated"
"2097",-9.4,"annotated peak","annotated"
"2098",-6.3,"annotated peak","annotated"
"2099",-7.1,"annotated peak","annotated"
"2100",-3.6,"annotated peak","annotated"
"2101",-6.6,"annotated peak","annotated"
"2102",-11.8,"annotated no peak","annotated"
"2103",-2.8,"annotated peak","annotated"
"2104",-2.4,"annotated peak","annotated"
"2105",-4.1,"annotated peak","annotated"
"2106",-4.3,"annotated no peak","annotated"
"2107",-9,"annotated no peak","annotated"
"2108",-13.9,"annotated no peak","annotated"
"2109",-2.8,"annotated peak","annotated"
"2110",-7.4,"annotated peak","annotated"
"2111",-12,"annotated no peak","annotated"
"2112",-1.2,"annotated peak","annotated"
"2113",-6.7,"annotated no peak","annotated"
"2114",-1.4,"annotated peak","annotated"
"2115",-3.6,"annotated peak","annotated"
"2116",-3.9,"annotated peak","annotated"
"2117",-2,"annotated peak","annotated"
"2118",-2.8,"annotated peak","annotated"
"2119",-13.7,"annotated no peak","annotated"
"2120",-1.8,"annotated no peak","annotated"
"2121",-7.5,"annotated peak","annotated"
"2122",-5.7,"annotated peak","annotated"
"2123",-8.3,"annotated no peak","annotated"
"2124",-2,"annotated peak","annotated"
"2125",0,"annotated peak","annotated"
"2126",-2.8,"annotated peak","annotated"
"2127",-4.4,"annotated peak","annotated"
"2128",-3,"annotated peak","annotated"
"2129",-2.4,"annotated no peak","annotated"
"2130",-1.7,"annotated no peak","annotated"
"2131",-5.3,"annotated peak","annotated"
"2132",-6.6,"annotated peak","annotated"
"2133",-2.4,"annotated peak","annotated"
"2134",-2.9,"annotated peak","annotated"
"2135",-13.7,"annotated no peak","annotated"
"2136",-4.2,"annotated peak","annotated"
"2137",-7.3,"annotated peak","annotated"
"2138",-2.8,"annotated no peak","annotated"
"2139",-8,"annotated no peak","annotated"
"2140",-6.5,"annotated peak","annotated"
"2141",-9.9,"annotated no peak","annotated"
"2142",-3.4,"annotated peak","annotated"
"2143",-5.1,"annotated no peak","annotated"
"2144",-5.8,"annotated peak","annotated"
"2145",-2,"annotated no peak","annotated"
"2146",-9.1,"annotated no peak","annotated"
"2147",-8.4,"annotated peak","annotated"
"2148",-9.1,"annotated peak","annotated"
"2149",-4.8,"annotated peak","annotated"
"2150",-2.8,"annotated peak","annotated"
"2151",-3.1,"annotated peak","annotated"
"2152",-4,"annotated peak","annotated"
"2153",-9.8,"annotated peak","annotated"
"2154",-6.6,"annotated peak","annotated"
"2155",-11.9,"annotated peak","annotated"
"2156",-5.9,"annotated peak","annotated"
"2157",-5.3,"annotated peak","annotated"
"2158",-1.8,"annotated no peak","annotated"
"2159",-4.4,"annotated no peak","annotated"
"2160",-0.6,"annotated peak","annotated"
"2161",-7.1,"annotated peak","annotated"
"2162",-8.1,"annotated peak","annotated"
"2163",-5.1,"annotated peak","annotated"
"2164",-2.4,"annotated peak","annotated"
"2165",-4.6,"annotated no peak","annotated"
"2166",-1.5,"annotated peak","annotated"
"2167",-1,"annotated peak","annotated"
"2168",-2.7,"annotated peak","annotated"
"2169",-7.1,"annotated no peak","annotated"
"2170",-6,"annotated no peak","annotated"
"2171",-1.2,"annotated peak","annotated"
"2172",-5.8,"annotated peak","annotated"
"2173",-1.9,"annotated no peak","annotated"
"2174",-4.7,"annotated no peak","annotated"
"2175",-3.9,"annotated peak","annotated"
"2176",-5.5,"annotated peak","annotated"
"2177",-5.8,"annotated peak","annotated"
"2178",-5.7,"annotated no peak","annotated"
"2179",-7,"annotated peak","annotated"
"2180",-6,"annotated peak","annotated"
"2181",-5,"annotated peak","annotated"
"2182",-7.1,"annotated no peak","annotated"
"2183",-2.4,"annotated peak","annotated"
"2184",-2.3,"annotated no peak","annotated"
"2185",-7.7,"annotated peak","annotated"
"2186",-4.2,"annotated peak","annotated"
"2187",-11.7,"annotated peak","annotated"
"2188",-7.6,"annotated peak","annotated"
"2189",-14.1,"annotated peak","annotated"
"2190",-4.5,"annotated peak","annotated"
"2191",-2.9,"annotated no peak","annotated"
"2192",-8.1,"annotated no peak","annotated"
"2193",-4.7,"annotated peak","annotated"
"2194",-4.1,"annotated peak","annotated"
"2195",-3.5,"annotated peak","annotated"
"2196",-3.8,"annotated peak","annotated"
"2197",-2.4,"annotated peak","annotated"
"2198",-2.3,"annotated no peak","annotated"
"2199",-6.2,"annotated peak","annotated"
"2200",-9.3,"annotated no peak","annotated"
"2201",-11.7,"annotated no peak","annotated"
"2202",-4.6,"annotated no peak","annotated"
"2203",-6.8,"annotated peak","annotated"
"2204",-2.3,"annotated peak","annotated"
"2205",-0.9,"annotated no peak","annotated"
"2206",0,"annotated peak","annotated"
"2207",-0.2,"annotated peak","annotated"
"2208",-7.9,"annotated peak","annotated"
"2209",-0.8,"annotated no peak","annotated"
"2210",-1.1,"annotated no peak","annotated"
"2211",-4.9,"annotated peak","annotated"
"2212",-0.9,"annotated no peak","annotated"
"2213",-11.7,"annotated no peak","annotated"
"2214",-5.1,"annotated peak","annotated"
"2215",-6.6,"annotated peak","annotated"
"2216",-7.7,"annotated peak","annotated"
"2217",-6.4,"annotated no peak","annotated"
"2218",-10.3,"annotated peak","annotated"
"2219",-1.7,"annotated no peak","annotated"
"2220",-6.4,"annotated peak","annotated"
"2221",-4.8,"annotated no peak","annotated"
"2222",-8.5,"annotated no peak","annotated"
"2223",-1.4,"annotated peak","annotated"
"2224",-6.5,"annotated peak","annotated"
"2225",-10.5,"annotated peak","annotated"
"2226",-7.2,"annotated no peak","annotated"
"2227",-7.3,"annotated peak","annotated"
"2228",-7.5,"annotated peak","annotated"
"2229",-6.4,"annotated peak","annotated"
"2230",-3,"annotated peak","annotated"
"2231",-0.6,"annotated peak","annotated"
"2232",-6.7,"annotated peak","annotated"
"2233",-3.7,"annotated peak","annotated"
"2234",-7.4,"annotated no peak","annotated"
"2235",-6.9,"annotated no peak","annotated"
"2236",-1.2,"annotated peak","annotated"
"2237",-2.9,"annotated no peak","annotated"
"2238",-5.9,"annotated peak","annotated"
"2239",-8.1,"annotated no peak","annotated"
"2240",-2.9,"annotated peak","annotated"
"2241",-4.4,"annotated no peak","annotated"
"2242",0,"annotated peak","annotated"
"2243",-4.6,"annotated peak","annotated"
"2244",-13.2,"annotated no peak","annotated"
"2245",-2.7,"annotated peak","annotated"
"2246",-1,"annotated peak","annotated"
"2247",-6,"annotated peak","annotated"
"2248",-4,"annotated peak","annotated"
"2249",-13.8,"annotated no peak","annotated"
"2250",-6.3,"annotated peak","annotated"
"2251",-5.4,"annotated peak","annotated"
"2252",-2.9,"annotated peak","annotated"
"2253",-2.7,"annotated peak","annotated"
"2254",-1.8,"annotated peak","annotated"
"2255",-2.7,"annotated peak","annotated"
"2256",-6.6,"annotated no peak","annotated"
"2257",-7.8,"annotated no peak","annotated"
"2258",-5.7,"annotated no peak","annotated"
"2259",-3.3,"annotated peak","annotated"
"2260",-5.3,"annotated peak","annotated"
"2261",-3.7,"annotated peak","annotated"
"2262",-5.9,"annotated peak","annotated"
"2263",-3,"annotated peak","annotated"
"2264",-7.1,"annotated no peak","annotated"
"2265",-3,"annotated peak","annotated"
"2266",-2.3,"annotated peak","annotated"
"2267",-5.8,"annotated no peak","annotated"
"2268",-1.3,"annotated peak","annotated"
"2269",-15.3,"annotated no peak","annotated"
"2270",-3.3,"annotated peak","annotated"
"2271",-5.2,"annotated peak","annotated"
"2272",-6.7,"annotated no peak","annotated"
"2273",-5.6,"annotated peak","annotated"
"2274",-5.3,"annotated peak","annotated"
"2275",-4.1,"annotated peak","annotated"
"2276",-2.5,"annotated peak","annotated"
"2277",-4.4,"annotated peak","annotated"
"2278",-10,"annotated no peak","annotated"
"2279",-7.5,"annotated no peak","annotated"
"2280",-10.3,"annotated no peak","annotated"
"2281",-2.3,"annotated peak","annotated"
"2282",-7.4,"annotated no peak","annotated"
"2283",-7.8,"annotated no peak","annotated"
"2284",-3.5,"annotated no peak","annotated"
"2285",-10.1,"annotated no peak","annotated"
"2286",-9.1,"annotated no peak","annotated"
"2287",-9.5,"annotated no peak","annotated"
"2288",-3.2,"annotated peak","annotated"
"2289",-2.6,"annotated peak","annotated"
"2290",-4.7,"annotated no peak","annotated"
"2291",-6.2,"annotated no peak","annotated"
"2292",-1.4,"annotated no peak","annotated"
"2293",-1.4,"annotated no peak","annotated"
"2294",-0.1,"annotated peak","annotated"
"2295",-2,"annotated peak","annotated"
"2296",-1.6,"annotated peak","annotated"
"2297",-7.4,"annotated no peak","annotated"
"2298",-4.6,"annotated no peak","annotated"
"2299",-6.7,"annotated peak","annotated"
"2300",-5,"annotated peak","annotated"
"2301",-5.3,"annotated no peak","annotated"
"2302",-10.7,"annotated peak","annotated"
"2303",-4.1,"annotated no peak","annotated"
"2304",-11.5,"annotated peak","annotated"
"2305",-5.8,"annotated peak","annotated"
"2306",-5,"annotated no peak","annotated"
"2307",-3,"annotated no peak","annotated"
"2308",-5.8,"annotated no peak","annotated"
"2309",-4.5,"annotated peak","annotated"
"2310",-7.2,"annotated peak","annotated"
"2311",-2.3,"annotated peak","annotated"
"2312",-2.4,"annotated no peak","annotated"
"2313",-4.7,"annotated no peak","annotated"
"2314",-4.8,"annotated peak","annotated"
"2315",-8.1,"annotated peak","annotated"
"2316",-6.1,"annotated peak","annotated"
"2317",-8.6,"annotated peak","annotated"
"2318",-3.3,"annotated peak","annotated"
"2319",-5.9,"annotated peak","annotated"
"2320",-8.5,"annotated peak","annotated"
"2321",-4.5,"annotated peak","annotated"
"2322",-8.8,"annotated peak","annotated"
"2323",-2.3,"annotated no peak","annotated"
"2324",-3.6,"annotated no peak","annotated"
"2325",-4.1,"annotated peak","annotated"
"2326",-10.6,"annotated no peak","annotated"
"2327",-5.3,"annotated peak","annotated"
"2328",-2.2,"annotated peak","annotated"
"2329",-5.3,"annotated peak","annotated"
"2330",-9.1,"annotated no peak","annotated"
"2331",-3.4,"annotated peak","annotated"
"2332",-2.6,"annotated peak","annotated"
"2333",-7,"annotated no peak","annotated"
"2334",-3.3,"annotated peak","annotated"
"2335",-7.9,"annotated no peak","annotated"
"2336",-5.5,"annotated peak","annotated"
"2337",-4.2,"annotated no peak","annotated"
"2338",-11.6,"annotated peak","annotated"
"2339",-3.5,"annotated peak","annotated"
"2340",-11.9,"annotated no peak","annotated"
"2341",-7.3,"annotated peak","annotated"
"2342",-3.2,"annotated peak","annotated"
"2343",-1.7,"annotated no peak","annotated"
"2344",-8.7,"annotated no peak","annotated"
"2345",-3.8,"annotated peak","annotated"
"2346",-4.7,"annotated no peak","annotated"
"2347",-3.9,"annotated peak","annotated"
"2348",-9,"annotated peak","annotated"
"2349",-8.6,"annotated peak","annotated"
"2350",-4.2,"annotated peak","annotated"
"2351",-5.3,"annotated peak","annotated"
"2352",-1.9,"annotated peak","annotated"
"2353",0,"annotated peak","annotated"
"2354",-3.1,"annotated peak","annotated"
"2355",-2.4,"annotated peak","annotated"
"2356",-7.7,"annotated no peak","annotated"
"2357",-6.5,"annotated no peak","annotated"
"2358",-3.9,"annotated peak","annotated"
"2359",-2.2,"annotated no peak","annotated"
"2360",-4.1,"annotated peak","annotated"
"2361",-5.9,"annotated no peak","annotated"
"2362",-5.4,"annotated no peak","annotated"
"2363",-2.3,"annotated peak","annotated"
"2364",-3.6,"annotated peak","annotated"
"2365",-5.3,"annotated peak","annotated"
"2366",-0.9,"annotated no peak","annotated"
"2367",-4.4,"annotated peak","annotated"
"2368",-3,"annotated peak","annotated"
"2369",-0.8,"annotated no peak","annotated"
"2370",-4.3,"annotated no peak","annotated"
"2371",-6,"annotated peak","annotated"
"2372",0,"annotated peak","annotated"
"2373",-11.9,"annotated no peak","annotated"
"2374",-4.1,"annotated peak","annotated"
"2375",-9.7,"annotated no peak","annotated"
"2376",-8.3,"annotated peak","annotated"
"2377",-10.1,"annotated no peak","annotated"
"2378",-5.4,"annotated no peak","annotated"
"2379",-8.4,"annotated peak","annotated"
"2380",-5.5,"annotated peak","annotated"
"2381",-5.9,"annotated peak","annotated"
"2382",-5.9,"annotated peak","annotated"
"2383",-5.6,"annotated peak","annotated"
"2384",-4.2,"annotated peak","annotated"
"2385",-8.1,"annotated no peak","annotated"
"2386",-4.2,"annotated peak","annotated"
"2387",-3.7,"annotated peak","annotated"
"2388",-2.3,"annotated peak","annotated"
"2389",-2.5,"annotated peak","annotated"
"2390",-3.4,"annotated peak","annotated"
"2391",-4.8,"annotated peak","annotated"
"2392",-0.6,"annotated no peak","annotated"
"2393",-3.9,"annotated no peak","annotated"
"2394",-8.2,"annotated no peak","annotated"
"2395",-0.6,"annotated peak","annotated"
"2396",-2,"annotated peak","annotated"
"2397",0,"annotated peak","annotated"
"2398",-5.7,"annotated no peak","annotated"
"2399",-7.3,"annotated peak","annotated"
"2400",-2.8,"annotated peak","annotated"
"2401",-8.4,"annotated peak","annotated"
"2402",-3.4,"annotated no peak","annotated"
"2403",-3.4,"annotated peak","annotated"
"2404",-9.5,"annotated peak","annotated"
"2405",-2,"annotated no peak","annotated"
"2406",-5.6,"annotated peak","annotated"
"2407",-6.4,"annotated peak","annotated"
"2408",-3.5,"annotated peak","annotated"
"2409",-5.6,"annotated peak","annotated"
"2410",-3.2,"annotated peak","annotated"
"2411",-8.4,"annotated peak","annotated"
"2412",-5.3,"annotated peak","annotated"
"2413",-9.4,"annotated peak","annotated"
"2414",-4.9,"annotated peak","annotated"
"2415",-7.7,"annotated no peak","annotated"
"2416",-3.1,"annotated no peak","annotated"
"2417",-7.1,"annotated no peak","annotated"
"2418",-9,"annotated peak","annotated"
"2419",-2.7,"annotated no peak","annotated"
"2420",-2.9,"annotated peak","annotated"
"2421",-3.7,"annotated no peak","annotated"
"2422",-5.6,"annotated peak","annotated"
"2423",-2.9,"annotated peak","annotated"
"2424",-6.3,"annotated peak","annotated"
"2425",-2.6,"annotated peak","annotated"
"2426",-1.6,"annotated no peak","annotated"
"2427",-6.8,"annotated peak","annotated"
